Periodo;TC;Codigo_Inv;Producto;Detalle;Codigo_Barra;Unidad;Minimo;Maximo;PVP;IVA;Cta_Inventario;Cta_Costo_Venta;Cta_Ventas;Cta_Ventas_0;Cta_Venta_Anticipada;Cta_Ventas_Ant;INV;Stock_Anterior;Entradas;Salidas;Promedio;Stock_Actual;Valor_Total;Item;PX;PY;Item_Banco;Desc_Item;Valor_Corte;Ayuda;Utilidad;Valor_Compra;Gramaje;Agrupacion;Bodega;TP;Div;Receta;PVP_2;PVP_3;Codigo_IESS;Codigo_RES;Marca;TDP;Fecha;Codigo_P;Codigo_R;Factura;Vida_Util;Valor_Actual;Valor_Deprecicacion;Tipo;Ubicacion;Departamento;Cantidad;Servicio;Por_Reservas;X;Codigo_Sup;Procesado;Valor_Historico;Reg_Sanitario;Estado;PF;Consignacion;T;Codigo_Barra_K;Tipo_SubMod;Stock;Costo;Valor_Unit;Con_Kardex;Categorias;ID
^31/12/2016^;^P^;^98.45^;^TRAPICHE^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3841
^31/12/2016^;^P^;^98.46^;^ERNEST + JULIO GALLO^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3842
^31/12/2016^;^P^;^98.47^;^TARAPACA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3843
^31/12/2016^;^P^;^98.48^;^GANDIA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3844
^31/12/2016^;^P^;^98.49^;^PEÑAFLOR^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3845
^31/12/2016^;^P^;^98.50^;^MORANDE PIONERO^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3846
^31/12/2016^;^P^;^98.51^;^MORANDE TERRARUM^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3847
^31/12/2016^;^P^;^98.52^;^STA. JULIA VARIETALES^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3848
^31/12/2016^;^P^;^98.53^;^SANTA JULIA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3849
^31/12/2016^;^P^;^98.54^;^TAMAYA^;^.^;^9901^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3850
^31/12/2016^;^P^;^98.55^;^Cuota Hijo/Hija^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3851
^31/12/2016^;^P^;^98.56^;^VINO SAN GIMIGNANO^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3852
^31/12/2016^;^P^;^98.57^;^CATA Y SERVICIO EN VINOS^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.07^;^4.1.01.01.07^;^0^;^4.1.01.01.07^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3853
^31/12/2016^;^P^;^98.58^;^Cuota amigo/amiga^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.03^;^4.1.01.01.03^;^0^;^4.1.01.01.03^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3854
^31/12/2016^;^P^;^98.59^;^beronia^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3855
^31/12/2016^;^P^;^98.60^;^Calvet^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3856
^31/12/2016^;^P^;^98.61^;^Emiliano^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3857
^31/12/2016^;^P^;^98.62^;^Palo Alto^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3858
^31/12/2016^;^P^;^98.63^;^Rutini^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3859
^31/12/2016^;^P^;^98.64^;^Yarden^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3860
^31/12/2016^;^P^;^98.65^;^Bodega del Fin del Mundo^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3861
^31/12/2016^;^P^;^98.66^;^Vinos Titareli^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3862
^31/12/2016^;^P^;^98.67^;^O Fournier^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3863
^31/12/2016^;^P^;^98.68^;^Trivento^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3864
^31/12/2016^;^P^;^98.69^;^Escorihuela^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3865
^31/12/2016^;^P^;^98.70^;^Martins^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3866
^31/12/2016^;^P^;^98.71^;^Finca Las Moras^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3867
^31/12/2016^;^P^;^98.72^;^Santa Rita^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3868
^31/12/2016^;^P^;^98.73^;^Torres^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3869
^31/12/2016^;^P^;^98.74^;^WSL Store^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3870
^31/12/2016^;^P^;^98.75^;^De Martino^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3871
^31/12/2016^;^P^;^98.76^;^Vallformosa^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3872
^31/12/2016^;^P^;^98.77^;^Casa Lapostolle^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3873
^31/12/2016^;^P^;^98.78^;^Carmen^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3874
^31/12/2016^;^P^;^98.79^;^Riedel^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3875
^31/12/2016^;^P^;^98.80^;^CREMASCHI FORLOTTI^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3876
^31/12/2016^;^P^;^98.81^;^Dante Robino^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3877
^31/12/2016^;^P^;^98.82^;^LUIS FELIPE EDWARDS^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3878
^31/12/2016^;^P^;^98.83^;^Vino Balduzzi^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3879
^31/12/2016^;^P^;^98.84^;^Vino Paternina^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3880
^31/12/2016^;^P^;^98.85^;^Cuna de Piedra^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3881
^31/12/2016^;^P^;^98.86^;^Montes^;^.^;^9903^;^0^;0.0;0.0;20.0;1;^0^;^0^;^4.1.01.01.01^;^4.1.01.01.01^;^0^;^4.1.01.01.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^998^;0.0;0.0;^.^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 30 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;1;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;3882
