Item;Curso;Descripcion;Periodo;Paralelo;Bachiller;Especialidad;Figura_Profesional;Curso_Superior;Ciclo;Seccion;Titulo;Tipo_Titulo;Codigo_Titulo;X;Id_Curso;ID
^000^;^1.02.BB^;^SEGUNDO GRADO DE EGB "B"^;^31/12/2011^;^"B"^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;283
^000^;^1.02.BC^;^SEGUNDO GRADO DE EGB "C"^;^31/12/2011^;^"C"^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;284
^000^;^1.03.BA^;^TERCER GRADO DE EGB "A"^;^31/12/2011^;^"A"^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;285
^000^;^1.00.KA^;^KINDER "A"^;^31/12/2011^;^"A"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;286
^000^;^1.02.BA^;^SEGUNDO GRADO DE EGB "A"^;^31/12/2011^;^"A"^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;287
^000^;^1.04.BC^;^CUARTO GRADO DE EGB "C"^;^31/12/2011^;^"C"^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;288
^000^;^1.06.BA^;^SEXTO GRADO DE EGB "A"^;^31/12/2011^;^"A"^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;289
^000^;^2.09.BD^;^NOVENO A—O DE EDUCACI”N B¡SICA "D"^;^31/12/2011^;^"D"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;290
^000^;^2.10.BA^;^DECIMO A—O DE EDUCACI”N BASICA "A"^;^31/12/2011^;^"A"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;291
^000^;^1.05.BC^;^QUINTO GRADO DE EGB "C"^;^31/12/2011^;^"C"^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;292
^000^;^1.01.BC^;^PREPARATORIA "C"^;^31/12/2011^;^"C"^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;293
^000^;^1.01.BA^;^PREPARATORIA "A"^;^31/12/2011^;^"A"^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;294
^000^;^3.03.BA^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS "A"^;^31/12/2011^;^"A"^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;295
^000^;^1.03.BB^;^TERCER GRADO DE EGB "B"^;^31/12/2011^;^"B"^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;296
^000^;^1.03.BC^;^TERCER GRADO DE EGB "C"^;^31/12/2011^;^"C"^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;297
^000^;^1.04.BA^;^CUARTO GRADO DE EGB "A"^;^31/12/2011^;^"A"^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;298
^000^;^1.04.BB^;^CUARTO GRADO DE EGB "B"^;^31/12/2011^;^"B"^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;299
^000^;^1.05.BA^;^QUINTO GRADO DE EGB "A"^;^31/12/2011^;^"A"^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;300
^000^;^1.05.BB^;^QUINTO GRADO DE EGB "B"^;^31/12/2011^;^"B"^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;301
^000^;^1.06.BB^;^SEXTO GRADO DE EGB "B"^;^31/12/2011^;^"B"^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;302
^000^;^1.06.BC^;^SEXTO GRADO DE EGB "C"^;^31/12/2011^;^"C"^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;303
^000^;^1.07.BA^;^S…PTIMO GRADO DE EGB "A"^;^31/12/2011^;^"A"^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;304
^000^;^1.07.BB^;^S…PTIMO GRADO DE EGB "B"^;^31/12/2011^;^"B"^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;305
^000^;^1.07.BC^;^S…PTIMO GRADO DE EGB "C"^;^31/12/2011^;^"C"^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;306
^000^;^2.08.BA^;^OCTAVO A—O DE EDUCACI”N B¡SICA "A"^;^31/12/2011^;^"A"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;307
^000^;^2.08.BB^;^OCTAVO A—O DE EDUCACI”N B¡SICA "B"^;^31/12/2011^;^"B"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;308
^000^;^2.08.BC^;^OCTAVO A—O DE EDUCACI”N B¡SICA "C"^;^31/12/2011^;^"C"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;309
^000^;^2.08.BD^;^OCTAVO A—O DE EDUCACI”N B¡SICA "D"^;^31/12/2011^;^"D"^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;310
^000^;^2.09.BA^;^NOVENO A—O DE EDUCACI”N B¡SICA "A"^;^31/12/2011^;^"A"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;311
^000^;^2.09.BB^;^NOVENO A—O DE EDUCACI”N B¡SICA "B"^;^31/12/2011^;^"B"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;312
^000^;^2^;^SECUNDARIO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;313
^000^;^1.00.KC^;^KINDER "C"^;^31/12/2011^;^"C"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;314
^000^;^3.01.BC^;^PRIMERO B.G.U; OPCI”N CIENCIAS ÔCÔ^;^31/12/2011^;^ÔCÔ^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;315
^000^;^3.02.BC^;^SEGUNDO B.G.U; OPCI”N T…CNICO ÔCÔ^;^31/12/2011^;^ÔCÔ^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N T…CNICO^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;316
^000^;^3.02.BD^;^SEGUNDO DE BACHILLERATO CONTABILIDAD ÔDÔ^;^31/12/2011^;^ÔDÔ^;^BACHILLERATO T…CNICO^;^ESPECIALIZACI”N CONTABILIDAD Y^;^.^;^.^;^.^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;317
^000^;^3.03.BC^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS ÔCÔ^;^31/12/2011^;^ÔCÔ^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;318
^000^;^3.03.BD^;^TERCERO BACHILLERATO; OPCI”N T…CNICO ÔDÔ^;^31/12/2011^;^ÔDÔ^;^TERCER A—O BACHILLERATO T…CNICO^;^ESPECIALIZACI”N CONTABILIDAD Y^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^CONTADOR BACHILLER^;^EN CIENCIAS DE COMERCIO Y ADMINISTRACI”N^;^030541^;^X^;0;319
^000^;^2.09.BC^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔCÔ^;^31/12/2011^;^ÔCÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;320
^000^;^2.10.BB^;^DECIMO A—O DE EDUCACI”N BASICA ÔBÔ^;^31/12/2011^;^ÔBÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;321
^000^;^2.10.BC^;^DECIMO A—O DE EDUCACI”N BASICA ÔCÔ^;^31/12/2011^;^ÔCÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;322
^000^;^2.10.BD^;^DECIMO A—O DE EDUCACI”N BASICA ÔDÔ^;^31/12/2011^;^ÔDÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;323
^000^;^3.01.BA^;^PRIMERO B.G.U; OPCI”N CIENCIAS ÔAÔ^;^31/12/2011^;^ÔAÔ^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;324
^000^;^3.01.BB^;^PRIMERO B.G.U; OPCI”N CIENCIAS ÔBÔ^;^31/12/2011^;^ÔBÔ^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;325
^000^;^3.02.BA^;^SEGUNDO B.G.U; OPCI”N CIENCIAS ÔAÔ^;^31/12/2011^;^ÔAÔ^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;326
^000^;^3.02.BB^;^SEGUNDO B.G.U; OPCI”N CIENCIAS ÔBÔ^;^31/12/2011^;^ÔBÔ^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;327
^000^;^3.03.BB^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS ÔBÔ^;^31/12/2011^;^ÔBÔ^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^BACHILLER^;^EN CIENCIAS^;^030803^;^X^;0;328
^000^;^1.01.BB^;^PREPARATORIA ÔBÔ^;^31/12/2011^;^ÔBÔ^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;329
^000^;^1.00.KB^;^KINDER ÔBÔ^;^31/12/2011^;^ÔBÔ^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;330
^000^;^1.02.BB^;^SEGUNDO GRADO DE EGB ÔBÔ^;^31/12/2011^;^ÔBÔ^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;331
^000^;^1.02.BC^;^SEGUNDO GRADO DE EGB ÔCÔ^;^31/12/2011^;^ÔCÔ^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;332
^000^;^1.03.BA^;^TERCER GRADO DE EGB ÔAÔ^;^31/12/2011^;^ÔAÔ^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;333
^000^;^1.00.KA^;^KINDER ÔAÔ^;^31/12/2011^;^ÔAÔ^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;334
^000^;^1.02.BA^;^SEGUNDO GRADO DE EGB ÔAÔ^;^31/12/2011^;^ÔAÔ^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;335
^000^;^1.04.BC^;^CUARTO GRADO DE EGB ÔCÔ^;^31/12/2011^;^ÔCÔ^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;336
^000^;^1.06.BA^;^SEXTO GRADO DE EGB ÔAÔ^;^31/12/2011^;^ÔAÔ^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;337
^000^;^2.09.BD^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔDÔ^;^31/12/2011^;^ÔDÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;338
^000^;^2.10.BA^;^DECIMO A—O DE EDUCACI”N BASICA ÔAÔ^;^31/12/2011^;^ÔAÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;339
^000^;^1.05.BC^;^QUINTO GRADO DE EGB ÔCÔ^;^31/12/2011^;^ÔCÔ^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;340
^000^;^1.01.BC^;^PREPARATORIA ÔCÔ^;^31/12/2011^;^ÔCÔ^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;341
^000^;^1.01.BA^;^PREPARATORIA ÔAÔ^;^31/12/2011^;^ÔAÔ^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;342
^000^;^3.03.BA^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS ÔAÔ^;^31/12/2011^;^ÔAÔ^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;343
^000^;^1.03.BB^;^TERCER GRADO DE EGB ÔBÔ^;^31/12/2011^;^ÔBÔ^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;344
^000^;^1.03.BC^;^TERCER GRADO DE EGB ÔCÔ^;^31/12/2011^;^ÔCÔ^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;345
^000^;^1.04.BA^;^CUARTO GRADO DE EGB ÔAÔ^;^31/12/2011^;^ÔAÔ^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;346
^000^;^1.04.BB^;^CUARTO GRADO DE EGB ÔBÔ^;^31/12/2011^;^ÔBÔ^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;347
^000^;^1.05.BA^;^QUINTO GRADO DE EGB ÔAÔ^;^31/12/2011^;^ÔAÔ^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;348
^000^;^1.05.BB^;^QUINTO GRADO DE EGB ÔBÔ^;^31/12/2011^;^ÔBÔ^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;349
^000^;^1.06.BB^;^SEXTO GRADO DE EGB ÔBÔ^;^31/12/2011^;^ÔBÔ^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;350
^000^;^1.06.BC^;^SEXTO GRADO DE EGB ÔCÔ^;^31/12/2011^;^ÔCÔ^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;351
^000^;^1.07.BA^;^S…PTIMO GRADO DE EGB ÔAÔ^;^31/12/2011^;^ÔAÔ^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;352
^000^;^1.07.BB^;^S…PTIMO GRADO DE EGB ÔBÔ^;^31/12/2011^;^ÔBÔ^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;353
^000^;^1.07.BC^;^S…PTIMO GRADO DE EGB ÔCÔ^;^31/12/2011^;^ÔCÔ^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;354
^000^;^2.08.BA^;^OCTAVO A—O DE EDUCACI”N B¡SICA ÔAÔ^;^31/12/2011^;^ÔAÔ^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;355
^000^;^2.08.BB^;^OCTAVO A—O DE EDUCACI”N B¡SICA ÔBÔ^;^31/12/2011^;^ÔBÔ^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;356
^000^;^2.08.BC^;^OCTAVO A—O DE EDUCACI”N B¡SICA ÔCÔ^;^31/12/2011^;^ÔCÔ^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;357
^000^;^2.08.BD^;^OCTAVO A—O DE EDUCACI”N B¡SICA ÔDÔ^;^31/12/2011^;^ÔDÔ^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;358
^000^;^2.09.BA^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔAÔ^;^31/12/2011^;^ÔAÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;359
^000^;^2.09.BB^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔBÔ^;^31/12/2011^;^ÔBÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;360
^000^;^1.00.KC^;^KINDER ÔCÔ^;^31/12/2011^;^ÔCÔ^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;361
^000^;^1.03.BB^;^TERCER A—O DE EDUCACI”N B¡SICA "B"^;^31/12/2012^;^"B"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;362
^000^;^1.04.BC^;^CUARTO A—O DE EDUCACI”N B¡SICA "C"^;^31/12/2012^;^"C"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;363
^000^;^1.05.BA^;^QUINTO A—O DE EDUCACI”N B¡SICA "A"^;^31/12/2012^;^"A"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;364
^000^;^1.06.BA^;^SEXTO A—O DE EDUCACI”N B¡SICA "A"^;^31/12/2012^;^"A"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;365
