Item;Formulario;Pos;Codigo;Valor;Formula;Detalle;PosX;PosY;X;ID
^000^;^102^;108;^806^;^.^;^.^;^[]RETENCIONES EN LA FUENTE^;22.0;33.0;^X^;657
^000^;^101^;195;^807^;^.^;^.^;^(+) GASTOS NO DEDUCIBLES EN EL EXTERIOR^;21.4;43.099998;^.^;658
^000^;^102^;109;^807^;^.^;^.^;^() EXONERACIONES POR LEYES ESPECIALES^;22.0;33.400002;^.^;659
^000^;^104^;58;^807^;^.^;^.^;^IVA CAUSADO POR LA PRESTACION DE SERVICIOS^;15.4;22.73;^.^;660
^000^;^102^;109;^807^;^.^;^.^;^[] EXONERACIONES POR LEYES ESPECIALES^;22.0;33.400002;^X^;661
^000^;^101^;195;^807^;^.^;^.^;^[+] GASTOS NO DEDUCIBLES EN EL EXTERIOR^;21.4;43.099998;^X^;662
^000^;^101^;196;^808^;^.^;^.^;^(+) GASTOS INCURRIDOS PARA GENERAR INGRESOS EXENTOS^;21.4;43.5;^.^;663
^000^;^101^;196;^808^;^.^;^.^;^[+] GASTOS INCURRIDOS PARA GENERAR INGRESOS EXENTOS^;21.4;43.5;^X^;664
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;665
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;666
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;667
^000^;^104^;59;^809^;^.^;^.^;^IVA CAUSADO POR LA PRESTACION DE SERVICIOS DE PROFESIONALES^;15.4;23.129999;^.^;668
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;669
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;670
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;671
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;672
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;673
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;674
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;675
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;676
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;677
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;678
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;679
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;680
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;681
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;682
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;683
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;684
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;685
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;686
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;687
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;688
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;689
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;690
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;691
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;692
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;693
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;694
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;695
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;696
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;697
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;698
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;699
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;700
^000^;^101^;197;^809^;^.^;^.^;^(+) PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. (804 * 15%)^;21.4;43.900002;^.^;701
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACION TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;702
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;703
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;704
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;705
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;706
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;707
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;708
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;709
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;710
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;711
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;712
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;713
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;714
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;715
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;716
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;717
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;718
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;719
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;720
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;721
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;722
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;723
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;724
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;725
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;726
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;727
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;728
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;729
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;730
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;731
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;732
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;733
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;734
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;735
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;736
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;737
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;738
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;739
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;740
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;741
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;742
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;743
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;744
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;745
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;746
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;747
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;748
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;749
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;750
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;751
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;752
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;753
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;754
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;755
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;756
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;757
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;758
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;759
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;760
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;761
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;762
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;763
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;764
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;765
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;766
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;767
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;768
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;769
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;770
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;771
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;772
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;773
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;774
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;775
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;776
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;777
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;778
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;779
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;780
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;781
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;782
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;783
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;784
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;785
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;786
^000^;^101^;197;^809^;^.^;^.^;^[+] PARTICIPACIÓN TRABAJADORES ATRIBUIBLES A DIVIDENDOS PERCIBIDOS DE OTRAS SOC. [804 * 15%]^;21.4;43.900002;^X^;787
