Codigo;Concepto;Porcentaje;Ingresar_Porcentaje;Fecha_Inicio;Fecha_Final;T;Tipo_Pago;ID
^332^;^Otras compras de bienes y servicios no sujetas a retencion^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;497
^332B^;^Compra de bienes inmuebles^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;498
^332C^;^Transporte publico de pasajeros^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;499
^332D^;^Pagos en el pais por transporte de pasajeros o transporte internacional de carga a companias nacionales o extranjeras de aviacion o maritimas^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;500
^332E^;^Valores entregados por las cooperativas de transporte a sus socios^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;501
^332F^;^Compraventa de divisas distintas al dolar de los Estados Unidos de America^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;502
^332G^;^Pagos con tarjeta de credito^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;503
^332H^;^Pago al exterior tarjeta de credito reportada por la Emisora de tarjeta de credito solo recap^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;504
^332I^;^Pago a traves de convenio de debito [Clientes IFIS]^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;505
^333^;^Ganancia en la enajenacion de derechos representativos de capital u otros derechos que permitan la exploracion explotacion concesion o similares de sociedades que se coticen en bolsa de valores del Ecuador^;10.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;506
^334^;^Contraprestacion producida por la enajenacion de derechos representativos de capital u otros derechos que permitan la exploracion explotacion concesion o similares de sociedades no cotizados en bolsa de valores del Ecuador^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;507
^335^;^Loterias rifas apuestas y similares^;15.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;508
^336^;^Venta de combustibles a comercializadoras 2/mil^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;509
^337^;^Venta de combustibles a distribuidores 3/mil^;3.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;510
^338^;^Produccion y venta local de banano producido o no por el mismo sujeto pasivo 1% a 2%^;1.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;511
^340^;^Impuesto unico a la exportacion de banano^;3.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;512
^343^;^Otras Retenciones Aplicables el 1%^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;513
^343A^;^Energia electrica^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;514
^343B^;^Actividades de construccion de obra material inmueble urbanizacion lotizacion o actividades similares^;1.75;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;515
^343C^;^Impuesto Redimible a las botellas plasticas - IRBP^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;516
^3440^;^Otras retenciones aplicables el 2.75%^;2.75;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;517
^344A^;^Pago local tarjeta de credito /debito reportada por la Emisora de tarjeta de credito / entidades del sistema financiero^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;518
^344B^;^Adquisicion de sustancias minerales dentro del territorio nacional^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;519
^345^;^Otras retenciones aplicables el 8%^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;520
^346A^;^Otras ganancias de capital distintas de enajenacion de derechos representativos de capital^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;521
^346B^;^Donaciones en dinero -Impuesto a la donaciones^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;522
^346C^;^Retencion a cargo del propio sujeto pasivo por la exportacion de concentrados y/o elementos metalicos 0% o 10%^;10.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;523
^346D^;^Retencion a cargo del propio sujeto pasivo por la comercializacion de productos forestales 0% o 10%^;10.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;524
^348^;^Impuesto unico a ingresos provenientes de actividades agropecuarias en etapa de produccion / comercializacion local o exportacion^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;525
^350^;^Otras autoretenciones 150% o 175%^;1.75;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;526
^500^;^Pago a no residentes - Rentas Inmobiliarias 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;527
^501^;^Pago a no residentes - Beneficios/Servicios Empresariales 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;528
^501A^;^Pago a no residentes - Servicios tecnicos administrativos o de consultoria y regalias 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;529
^503^;^Pago a no residentes- Navegacion Maritima y/o aerea 0% o 25% o 35%^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;530
^504^;^Pago a no residentes- Dividendos distribuidos a personas naturales [domicilados o no en paraiso fiscal] o a sociedades sin beneficiario efectivo persona natural residente en Ecuador^;25.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;531
^504A^;^Dividendos a sociedades con beneficiario efectivo persona natural residente en el Ecuador^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;532
^504B^;^Dividendos a no residentes incumpliendo el deber de informar la composicion societaria^;35.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;533
^504C^;^Dividendos a residentes o establecidos en paraisos fiscales o regimenes de menor imposicion [con beneficiario Persona Natural residente en Ecuador]^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;534
^504D^;^Dividendos a fideicomisos o establecidos en paraisos fiscales o regimenes de menor imposicion [con beneficiario Persona Natural residente en Ecuador]^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;535
^504E^;^Pago a no residentes - Anticipo dividendos [no domiciliada en paraisos fiscales o regimenes de menor imposicion] 22% o 25%^;22.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;536
^504F^;^Pago a no residentes - Anticipo dividendos [domiciliadas en paraisos fiscales o regimenes de menor imposicion] 22% o 25% o 28%^;22.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;537
^504G^;^Pago a no residentes - Prestamos accionistas beneficiarios o partìcipes [no domiciladas en paraisos fiscales o regimenes de menor imposicion] 22% o 25%^;22.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;538
^504H^;^Pago a no residentes - Prestamos accionistas beneficiarios o partìcipes [domiciladas en paraisos fiscales o regimenes de menor imposicion] 22% o 25% o 28%^;22.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;539
^504I^;^Pago a no residentes - Prestamos no comerciales a partes relacionadas [no domiciladas en paraisos fiscales o regimenes de menor imposicion] 22% o 25%^;22.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;540
^504J^;^Pago a no residentes - Prestamos no comerciales a partes relacionadas [domiciladas en paraisos fiscales o regimenes de menor imposicion] 22% o 25% o 28%^;22.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;541
^505^;^Pago a no residentes - Rendimientos financieros 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;542
^505A^;^Pago a no residentes – Intereses de creditos de Instituciones Financieras del exterior 0% o 25%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;543
^505B^;^Pago a no residentes – Intereses de creditos de gobierno a gobierno 0% o 25%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;544
^505C^;^Pago a no residentes – Intereses de creditos de organismos multilaterales 0% o 25%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;545
^505D^;^Pago a no residentes - Intereses por financiamiento de proveedores externos^;25.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;546
^505E^;^Pago a no residentes - Intereses de otros creditos externos^;25.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;547
^505F^;^Pago a no residentes - Otros Intereses y Rendimientos Financieros 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;548
^509^;^Pago a no residentes- Canones derechos de autor marcas patentes y similares 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;549
^509A^;^PPago a no residentes - Regalias por concepto de franquicias 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;550
^510^;^Pago a no residentes - Otras ganancias de capital distintas de enajenacion de derechos representativos de capital 5% 25% 35%^;5.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;551
^511^;^Pago a no residentes - Servicios profesionales independientes 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;552
^512^;^Pago a no residentes - Servicios profesionales dependientes 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;553
^513^;^Pago a no residentes- Artistas 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;554
^513A^;^Pago a no residentes - Deportistas 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;555
^514^;^Pago a no residentes - Participacion de consejeros 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;556
^515^;^Pago a no residentes - Entretenimiento Publico 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;557
^516^;^Pago a no residentes - Pensiones 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;558
^517^;^Pago a no residentes- Reembolso de Gastos 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;559
^518^;^Pago a no residentes- Funciones Publicas 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;560
^519^;^Pago a no residentes - Estudiantes 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;561
^520A^;^Pago a no residentes - Pago a proveedores de servicios hoteleros y turisticos en el exterior 25% o 35%^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;562
^520B^;^Pago a no residentes - Arrendamientos mercantil internacional 0% 25% 35%^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;563
^520D^;^Pago a no residentes - Comisiones por exportaciones y por promocion de turismo receptivo 0% 25% 35%^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;564
^520E^;^Pago a no residentes - Por las empresas de transporte maritimo o aereo y por empresas pesqueras de alta mar por su actividad^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;565
^520F^;^Pago a no residentes - Por las agencias internacionales de prensa 0% 25% 35%^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;566
^520G^;^Pago a no residentes - Contratos de fletamento de naves para empresas de transporte aereo o maritimo internacional 0% 25% 35%^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;567
^521^;^Pago a no residentes - Enajenacion de derechos representativos de capital u otros derechos que permitan la exploracion explotacion concesion o similares de sociedades 1% o 10%^;1.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;568
^523A^;^Pago a no residentes - Seguros y reaseguros [primas y cesiones] 0% 25% 35%^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;569
^525^;^Pago a no residentes- Donaciones en dinero -Impuesto a la donaciones^;0.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;570
^346^;^Otras retenciones aplicables a otros porcentajes [Incluyen retenciones al regimen Microempresarial]^;1.75;^N^;^Sep  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;571
^351^;^Otras retenciones aplicables a otros porcentajes [Incluyen retenciones al regimen Microempresarial]^;1.75;^N^;^Jan  1 2021 12:00AM^;^Dec 31 2020 12:00AM^;^S^;^.^;572
^303^;^Honorarios profesionales y demás pagos por servicios relacionados con el título profesional^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;573
^303A^;^Servicios profesionales prestados por sociedades residentes^;3.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;574
^304^;^Servicios predomina el intelecto no relacionados con el título profesional^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;575
^304A^;^Comisiones y demás pagos por servicios predomina intelecto no relacionados con el título profesional^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;576
^304B^;^Pagos a notarios y registradores de la propiedad y mercantil por sus actividades ejercidas como tales^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;577
^304C^;^Pagos a deportistas; entrenadores; árbitros; miembros del cuerpo técnico por sus actividades ejercidas como tales^;8.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;578
^304D^;^Pagos a artistas por sus actividades ejercidas como tales^;8.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;579
^304E^;^Honorarios y demás pagos por servicios de docencia^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;580
^307^;^Servicios predomina la mano de obra^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;581
^308^;^Utilización o aprovechamiento de la imagen o renombre [personas naturales; sociedades;ï influencersï]^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;582
^309^;^Servicios prestados por medios de comunicación y agencias de publicidad^;2.75;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;583
^310^;^Servicio de transporte privado de pasajeros o transporte público o privado de carga^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;584
^311^;^Pagos a través de liquidación de compra [nivel cultural o rusticidad]^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;585
^312^;^Transferencia de bienes muebles de naturaleza corporal^;1.75;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;586
^312A^;^COMPRAS AL PRODUCTOR: de bienes de origen bioacuático; forestal y los descritos  el art.27.1 de LRTI ^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;587
^312C^;^COMPRAS AL COMERCIALIZADOR: de bienes de origen bioacuático; forestal y los descritos  el art.27.1 de LRTI^;1.75;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;588
^314A^;^Regalías por concepto de franquicias de acuerdo al Código INGENIOS [COESCCI] - pago a personas naturales^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;589
^314B^;^Cánones; derechos de autor;  marcas; patentes y similares de acuerdo  al Código INGENIOS [COESCCI] – pago a personas naturales^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;590
^314C^;^Regalías por concepto de franquicias de acuerdo al Código INGENIOS [COESCCI] - pago a sociades^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;591
^314D^;^Cánones; derechos de autor;  marcas; patentes y similares de acuerdo  al Código INGENIOS [COESCCI]  ^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;592
^319^;^Cuotas de arrendamiento mercantil [prestado por sociedades]; inclusive la de opción de compra^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;593
^320^;^Arrendamiento bienes inmuebles^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;594
^322^;^Seguros y reaseguros [primas y cesiones]^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;595
^323^;^Rendimientos financieros pagados a naturales y sociedades  [No a IFIs]^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;596
^323A^;^Rendimientos financieros depósitos Cta. Corriente^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;597
^323B1^;^Rendimientos financieros  depósitos Cta. Ahorros Sociedades^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;598
^323E^;^Rendimientos financieros depósito a plazo fijo  gravados^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;599
^323E2^;^Rendimientos financieros depósito a plazo fijo exentos^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;600
^323F^;^Rendimientos financieros operaciones de reporto - repos^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;601
^323G^;^Inversiones [captaciones] rendimientos distintos de aquellos pagados a IFIs^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;602
^323H^;^Rendimientos financieros  obligaciones^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;603
^323I^;^Rendimientos financieros  bonos convertible en acciones^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;604
^323M^;^Rendimientos financieros : Inversiones en títulos valores en renta fija gravados ^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;605
^323N^;^Rendimientos financieros  Inversiones en títulos valores en renta fija exentos^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;606
^323O^;^Intereses y demás rendimientos financieros pagados a bancos y otras entidades sometidas al control de la Superintendencia de Bancos y de la Economía Popular y Solidaria^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;607
^323P^;^ Intereses pagados por entidades del sector público a favor de sujetos pasivos^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;608
^323Q^;^Otros intereses y rendimientos financieros gravados ^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;609
^323R^;^Otros intereses y rendimientos financieros exentos^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;610
^323S^;^Pagos y créditos en cuenta efectuados por el BCE y los depósitos centralizados de valores; en calidad de intermediarios; a instituciones del sistema financiero por cuenta de otras personas naturales y sociedades^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;611
^323T^;^Rendimientos financieros originados en la deuda pública ecuatoriana^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;612
^323U^;^Rendimientos financieros originados en títulos valores de obligaciones de 360 días o más para el financiamiento de proyectos públicos en asociación público-privada^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;613
^324A^;^ Intereses en operaciones de crédito entre instituciones del sistema financiero y entidades economía popular y solidaria. ^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;614
^324B^;^Inversiones entre instituciones del sistema financiero y entidades economía popular y solidaria^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;615
^324C^;^Pagos y créditos en cuenta efectuados por el BCE y los depósitos centralizados de valores; en calidad de intermediarios; a instituciones del sistema financiero por cuenta de otras instituciones del sistema financiero^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;616
^325^;^Anticipo dividendos [22% o 25%]^;25.0;^S^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;617
^325A^;^Préstamos accionistas; beneficiarios o partícipes residentes o establecidos en el Ecuador [22% o 25%]^;25.0;^S^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;618
^326^;^Dividendos distribuidos que correspondan al impuesto a la renta único establecido en el art. 27 de la LRTI [Hasta 25 y conforme la Resolución]^;25.0;^S^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;619
^327^;^Dividendos distribuidos a personas naturales residentes [Hasta 25 y conforme la Resolución]^;25.0;^S^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;620
^328^;^Dividendos distribuidos a sociedades residentes^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;621
^329^;^dividendos distribuidos a fideicomisos residentes^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;622
^331^;^Dividendos en acciones [capitalización de utilidades]^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;623
^332^;^Otras compras de bienes y servicios no sujetas a retención [incluye régimen RIMPE - Negocios Populares; para este caso aplica con cualquier forma de pago inclusive los pagos que deban realizar las tarjetas de crédito/débito]^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;624
^332B^;^Compra de bienes inmuebles^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;625
^332C^;^Transporte público de pasajeros^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;626
^332D^;^Pagos en el país por transporte de pasajeros o transporte internacional de carga; a compañías nacionales o extranjeras de aviación o marítimas^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;627
^332E^;^Valores entregados por las cooperativas de transporte a sus socios^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;628
^332F^;^Compraventa de divisas distintas al dólar de los Estados Unidos de América^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;629
^332G^;^Pagos con tarjeta de crédito ^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;630
^332H^;^Pago al exterior tarjeta de crédito reportada por la Emisora de tarjeta de crédito; solo recap^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;631
^332I^;^Pago a través de convenio de debito [Clientes IFI`s]^;0.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;632
^333^;^Ganancia en la enajenación de derechos representativos de capital u otros derechos que permitan la exploración; explotación; concesión o similares de sociedades; que se coticen en bolsa de valores del Ecuador^;10.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;633
^334^;^Contraprestación producida por la enajenación de derechos representativos de capital u otros derechos que permitan la exploración; explotación; concesión o similares de sociedades; no cotizados en bolsa de valores del Ecuador^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;634
^335^;^Loterías; rifas; pronósticos deportivos; apuestas y similares ^;15.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;635
^336^;^Venta de combustibles a comercializadoras^;0.2;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;636
^337^;^Venta de combustibles a distribuidores^;0.30000001;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;637
^338^;^Producción y venta local de banano producido o no por el mismo sujeto pasivo [1% a 2%]^;2.0;^S^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;638
^340^;^Impuesto único a la exportación de banano^;3.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;639
^343^;^Otras retenciones aplicables el 1% [incluye régimen RIMPE - Emprendedores; para este caso aplica con cualquier forma de pago inclusive los pagos que deban realizar las tarjetas de crédito/débito]^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;640
^343A^;^Energía eléctrica^;1.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;641
^343B^;^Actividades de construcción de obra material inmueble; urbanización; lotización o actividades similares^;1.75;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;642
^343C^;^Recepción de botellas plásticas no retornables de PET^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;643
^3440^;^Otras retenciones aplicables el 2;75% ^;2.75;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;644
^344A^;^Pago local tarjeta de crédito /débito reportada por la Emisora de tarjeta de crédito / entidades del sistema financiero^;2.0;^N^;^Mar  1 2024 12:00AM^;^Dec 31 2050 12:00AM^;^S^;^L^;645
